"Index","us_gdp","us_ifix","us_cd","us_iconstr","us_popnipa","us_popw","us_et","us_up","us_yhat","us_pc","us_pedy","us_penwall","us_cogtp","us_cpi","us_usrecq","can_gdp","can_cpi","can_pc","mex_gdp","mex_cpi","mex_pc","anaheim_adr","anaheim_adr_sa","anaheim_adr_sf","anaheim_days","anaheim_demar_sa","anaheim_demd","anaheim_demd_sa","anaheim_demd_sf","anaheim_demt","anaheim_occ","anaheim_occ_sa","anaheim_occ_sf","anaheim_revpar","anaheim_revpar_sa","anaheim_revpar_sf","anaheim_rmrevt","anaheim_supd","anaheim_supd_sa","anaheim_supd_sf","anaheim_supt","atlanta_adr","atlanta_adr_sa","atlanta_adr_sf","atlanta_days","atlanta_demar_sa","atlanta_demd","atlanta_demd_sa","atlanta_demd_sf","atlanta_demt","atlanta_occ","atlanta_occ_sa","atlanta_occ_sf","atlanta_revpar","atlanta_revpar_sa","atlanta_revpar_sf","atlanta_rmrevt","atlanta_supd","atlanta_supd_sa","atlanta_supd_sf","atlanta_supt","boston_adr","boston_adr_sa","boston_adr_sf","boston_days","boston_demar_sa","boston_demd","boston_demd_sa","boston_demd_sf","boston_demt","boston_occ","boston_occ_sa","boston_occ_sf","boston_revpar","boston_revpar_sa","boston_revpar_sf","boston_rmrevt","boston_supd","boston_supd_sa","boston_supd_sf","boston_supt","chicago_adr","chicago_adr_sa","chicago_adr_sf","chicago_days","chicago_demar_sa","chicago_demd","chicago_demd_sa","chicago_demd_sf","chicago_demt","chicago_occ","chicago_occ_sa","chicago_occ_sf","chicago_revpar","chicago_revpar_sa","chicago_revpar_sf","chicago_rmrevt","chicago_supd","chicago_supd_sa","chicago_supd_sf","chicago_supt","dallas_adr","dallas_adr_sa","dallas_adr_sf","dallas_days","dallas_demar_sa","dallas_demd","dallas_demd_sa","dallas_demd_sf","dallas_demt","dallas_occ","dallas_occ_sa","dallas_occ_sf","dallas_revpar","dallas_revpar_sa","dallas_revpar_sf","dallas_rmrevt","dallas_supd","dallas_supd_sa","dallas_supd_sf","dallas_supt","denver_adr","denver_adr_sa","denver_adr_sf","denver_days","denver_demar_sa","denver_demd","denver_demd_sa","denver_demd_sf","denver_demt","denver_occ","denver_occ_sa","denver_occ_sf","denver_revpar","denver_revpar_sa","denver_revpar_sf","denver_rmrevt","denver_supd","denver_supd_sa","denver_supd_sf","denver_supt","detroit_adr","detroit_adr_sa","detroit_adr_sf","detroit_days","detroit_demar_sa","detroit_demd","detroit_demd_sa","detroit_demd_sf","detroit_demt","detroit_occ","detroit_occ_sa","detroit_occ_sf","detroit_revpar","detroit_revpar_sa","detroit_revpar_sf","detroit_rmrevt","detroit_supd","detroit_supd_sa","detroit_supd_sf","detroit_supt","ecous_adr","ecous_adr_sa","ecous_adr_sf","ecous_days","ecous_demar_sa","ecous_demd","ecous_demd_sa","ecous_demd_sf","ecous_demt","ecous_occ","ecous_occ_sa","ecous_occ_sf","ecous_revpar","ecous_revpar_sa","ecous_revpar_sf","ecous_rmrevt","ecous_supd","ecous_supd_sa","ecous_supd_sf","ecous_supt","houston_adr","houston_adr_sa","houston_adr_sf","houston_days","houston_demar_sa","houston_demd","houston_demd_sa","houston_demd_sf","houston_demt","houston_occ","houston_occ_sa","houston_occ_sf","houston_revpar","houston_revpar_sa","houston_revpar_sf","houston_rmrevt","houston_supd","houston_supd_sa","houston_supd_sf","houston_supt","indus_adr","indus_adr_sa","indus_adr_sf","indus_days","indus_demar_sa","indus_demd","indus_demd_sa","indus_demd_sf","indus_demt","indus_occ","indus_occ_sa","indus_occ_sf","indus_revpar","indus_revpar_sa","indus_revpar_sf","indus_rmrevt","indus_supd","indus_supd_sa","indus_supd_sf","indus_supt","lalongbeach_adr","lalongbeach_adr_sa","lalongbeach_adr_sf","lalongbeach_days","lalongbeach_demar_sa","lalongbeach_demd","lalongbeach_demd_sa","lalongbeach_demd_sf","lalongbeach_demt","lalongbeach_occ","lalongbeach_occ_sa","lalongbeach_occ_sf","lalongbeach_revpar","lalongbeach_revpar_sa","lalongbeach_revpar_sf","lalongbeach_rmrevt","lalongbeach_supd","lalongbeach_supd_sa","lalongbeach_supd_sf","lalongbeach_supt","luxus_adr","luxus_adr_sa","luxus_adr_sf","luxus_days","luxus_demar_sa","luxus_demd","luxus_demd_sa","luxus_demd_sf","luxus_demt","luxus_occ","luxus_occ_sa","luxus_occ_sf","luxus_revpar","luxus_revpar_sa","luxus_revpar_sf","luxus_rmrevt","luxus_supd","luxus_supd_sa","luxus_supd_sf","luxus_supt","miami_adr","miami_adr_sa","miami_adr_sf","miami_days","miami_demar_sa","miami_demd","miami_demd_sa","miami_demd_sf","miami_demt","miami_occ","miami_occ_sa","miami_occ_sf","miami_revpar","miami_revpar_sa","miami_revpar_sf","miami_rmrevt","miami_supd","miami_supd_sa","miami_supd_sf","miami_supt","midus_adr","midus_adr_sa","midus_adr_sf","midus_days","midus_demar_sa","midus_demd","midus_demd_sa","midus_demd_sf","midus_demt","midus_occ","midus_occ_sa","midus_occ_sf","midus_revpar","midus_revpar_sa","midus_revpar_sf","midus_rmrevt","midus_supd","midus_supd_sa","midus_supd_sf","midus_supt","minneapolis_adr","minneapolis_adr_sa","minneapolis_adr_sf","minneapolis_days","minneapolis_demar_sa","minneapolis_demd","minneapolis_demd_sa","minneapolis_demd_sf","minneapolis_demt","minneapolis_occ","minneapolis_occ_sa","minneapolis_occ_sf","minneapolis_revpar","minneapolis_revpar_sa","minneapolis_revpar_sf","minneapolis_rmrevt","minneapolis_supd","minneapolis_supd_sa","minneapolis_supd_sf","minneapolis_supt","nashville_adr","nashville_adr_sa","nashville_adr_sf","nashville_days","nashville_demar_sa","nashville_demd","nashville_demd_sa","nashville_demd_sf","nashville_demt","nashville_occ","nashville_occ_sa","nashville_occ_sf","nashville_revpar","nashville_revpar_sa","nashville_revpar_sf","nashville_rmrevt","nashville_supd","nashville_supd_sa","nashville_supd_sf","nashville_supt","neworleans_adr","neworleans_adr_sa","neworleans_adr_sf","neworleans_days","neworleans_demar_sa","neworleans_demd","neworleans_demd_sa","neworleans_demd_sf","neworleans_demt","neworleans_occ","neworleans_occ_sa","neworleans_occ_sf","neworleans_revpar","neworleans_revpar_sa","neworleans_revpar_sf","neworleans_rmrevt","neworleans_supd","neworleans_supd_sa","neworleans_supd_sf","neworleans_supt","newyork_adr","newyork_adr_sa","newyork_adr_sf","newyork_days","newyork_demar_sa","newyork_demd","newyork_demd_sa","newyork_demd_sf","newyork_demt","newyork_occ","newyork_occ_sa","newyork_occ_sf","newyork_revpar","newyork_revpar_sa","newyork_revpar_sf","newyork_rmrevt","newyork_supd","newyork_supd_sa","newyork_supd_sf","newyork_supt","norfolk_adr","norfolk_adr_sa","norfolk_adr_sf","norfolk_days","norfolk_demar_sa","norfolk_demd","norfolk_demd_sa","norfolk_demd_sf","norfolk_demt","norfolk_occ","norfolk_occ_sa","norfolk_occ_sf","norfolk_revpar","norfolk_revpar_sa","norfolk_revpar_sf","norfolk_rmrevt","norfolk_supd","norfolk_supd_sa","norfolk_supd_sf","norfolk_supt","oahu_adr","oahu_adr_sa","oahu_adr_sf","oahu_days","oahu_demar_sa","oahu_demd","oahu_demd_sa","oahu_demd_sf","oahu_demt","oahu_occ","oahu_occ_sa","oahu_occ_sf","oahu_revpar","oahu_revpar_sa","oahu_revpar_sf","oahu_rmrevt","oahu_supd","oahu_supd_sa","oahu_supd_sf","oahu_supt","orlando_adr","orlando_adr_sa","orlando_adr_sf","orlando_days","orlando_demar_sa","orlando_demd","orlando_demd_sa","orlando_demd_sf","orlando_demt","orlando_occ","orlando_occ_sa","orlando_occ_sf","orlando_revpar","orlando_revpar_sa","orlando_revpar_sf","orlando_rmrevt","orlando_supd","orlando_supd_sa","orlando_supd_sf","orlando_supt","philadelphia_adr","philadelphia_adr_sa","philadelphia_adr_sf","philadelphia_days","philadelphia_demar_sa","philadelphia_demd","philadelphia_demd_sa","philadelphia_demd_sf","philadelphia_demt","philadelphia_occ","philadelphia_occ_sa","philadelphia_occ_sf","philadelphia_revpar","philadelphia_revpar_sa","philadelphia_revpar_sf","philadelphia_rmrevt","philadelphia_supd","philadelphia_supd_sa","philadelphia_supd_sf","philadelphia_supt","phoenix_adr","phoenix_adr_sa","phoenix_adr_sf","phoenix_days","phoenix_demar_sa","phoenix_demd","phoenix_demd_sa","phoenix_demd_sf","phoenix_demt","phoenix_occ","phoenix_occ_sa","phoenix_occ_sf","phoenix_revpar","phoenix_revpar_sa","phoenix_revpar_sf","phoenix_rmrevt","phoenix_supd","phoenix_supd_sa","phoenix_supd_sf","phoenix_supt","sandiego_adr","sandiego_adr_sa","sandiego_adr_sf","sandiego_days","sandiego_demar_sa","sandiego_demd","sandiego_demd_sa","sandiego_demd_sf","sandiego_demt","sandiego_occ","sandiego_occ_sa","sandiego_occ_sf","sandiego_revpar","sandiego_revpar_sa","sandiego_revpar_sf","sandiego_rmrevt","sandiego_supd","sandiego_supd_sa","sandiego_supd_sf","sandiego_supt","sanfrancisco_adr","sanfrancisco_adr_sa","sanfrancisco_adr_sf","sanfrancisco_days","sanfrancisco_demar_sa","sanfrancisco_demd","sanfrancisco_demd_sa","sanfrancisco_demd_sf","sanfrancisco_demt","sanfrancisco_occ","sanfrancisco_occ_sa","sanfrancisco_occ_sf","sanfrancisco_revpar","sanfrancisco_revpar_sa","sanfrancisco_revpar_sf","sanfrancisco_rmrevt","sanfrancisco_supd","sanfrancisco_supd_sa","sanfrancisco_supd_sf","sanfrancisco_supt","seattle_adr","seattle_adr_sa","seattle_adr_sf","seattle_days","seattle_demar_sa","seattle_demd","seattle_demd_sa","seattle_demd_sf","seattle_demt","seattle_occ","seattle_occ_sa","seattle_occ_sf","seattle_revpar","seattle_revpar_sa","seattle_revpar_sf","seattle_rmrevt","seattle_supd","seattle_supd_sa","seattle_supd_sf","seattle_supt","stlouis_adr","stlouis_adr_sa","stlouis_adr_sf","stlouis_days","stlouis_demar_sa","stlouis_demd","stlouis_demd_sa","stlouis_demd_sf","stlouis_demt","stlouis_occ","stlouis_occ_sa","stlouis_occ_sf","stlouis_revpar","stlouis_revpar_sa","stlouis_revpar_sf","stlouis_rmrevt","stlouis_supd","stlouis_supd_sa","stlouis_supd_sf","stlouis_supt","tampa_adr","tampa_adr_sa","tampa_adr_sf","tampa_days","tampa_demar_sa","tampa_demd","tampa_demd_sa","tampa_demd_sf","tampa_demt","tampa_occ","tampa_occ_sa","tampa_occ_sf","tampa_revpar","tampa_revpar_sa","tampa_revpar_sf","tampa_rmrevt","tampa_supd","tampa_supd_sa","tampa_supd_sf","tampa_supt","totus_adr","totus_adr_sa","totus_adr_sf","totus_days","totus_demar_sa","totus_demd","totus_demd_sa","totus_demd_sf","totus_demt","totus_occ","totus_occ_sa","totus_occ_sf","totus_revpar","totus_revpar_sa","totus_revpar_sf","totus_rmrevt","totus_supd","totus_supd_sa","totus_supd_sf","totus_supt","upmus_adr","upmus_adr_sa","upmus_adr_sf","upmus_days","upmus_demar_sa","upmus_demd","upmus_demd_sa","upmus_demd_sf","upmus_demt","upmus_occ","upmus_occ_sa","upmus_occ_sf","upmus_revpar","upmus_revpar_sa","upmus_revpar_sf","upmus_rmrevt","upmus_supd","upmus_supd_sa","upmus_supd_sf","upmus_supt","upsus_adr","upsus_adr_sa","upsus_adr_sf","upsus_days","upsus_demar_sa","upsus_demd","upsus_demd_sa","upsus_demd_sf","upsus_demt","upsus_occ","upsus_occ_sa","upsus_occ_sf","upsus_revpar","upsus_revpar_sa","upsus_revpar_sf","upsus_rmrevt","upsus_supd","upsus_supd_sa","upsus_supd_sf","upsus_supt","upuus_adr","upuus_adr_sa","upuus_adr_sf","upuus_days","upuus_demar_sa","upuus_demd","upuus_demd_sa","upuus_demd_sf","upuus_demt","upuus_occ","upuus_occ_sa","upuus_occ_sf","upuus_revpar","upuus_revpar_sa","upuus_revpar_sf","upuus_rmrevt","upuus_supd","upuus_supd_sa","upuus_supd_sf","upuus_supt","washingtondc_adr","washingtondc_adr_sa","washingtondc_adr_sf","washingtondc_days","washingtondc_demar_sa","washingtondc_demd","washingtondc_demd_sa","washingtondc_demd_sf","washingtondc_demt","washingtondc_occ","washingtondc_occ_sa","washingtondc_occ_sf","washingtondc_revpar","washingtondc_revpar_sa","washingtondc_revpar_sf","washingtondc_rmrevt","washingtondc_supd","washingtondc_supd_sa","washingtondc_supd_sf","washingtondc_supt","totus_strdays","us_pc_index","anaheim_adrrpc","anaheim_adr_sarpc","anaheim_revparrpc","anaheim_revpar_sarpc","atlanta_adrrpc","atlanta_adr_sarpc","atlanta_revparrpc","atlanta_revpar_sarpc","boston_adrrpc","boston_adr_sarpc","boston_revparrpc","boston_revpar_sarpc","chicago_adrrpc","chicago_adr_sarpc","chicago_revparrpc","chicago_revpar_sarpc","dallas_adrrpc","dallas_adr_sarpc","dallas_revparrpc","dallas_revpar_sarpc","denver_adrrpc","denver_adr_sarpc","denver_revparrpc","denver_revpar_sarpc","detroit_adrrpc","detroit_adr_sarpc","detroit_revparrpc","detroit_revpar_sarpc","ecous_adrrpc","ecous_adr_sarpc","ecous_revparrpc","ecous_revpar_sarpc","houston_adrrpc","houston_adr_sarpc","houston_revparrpc","houston_revpar_sarpc","indus_adrrpc","indus_adr_sarpc","indus_revparrpc","indus_revpar_sarpc","lalongbeach_adrrpc","lalongbeach_adr_sarpc","lalongbeach_revparrpc","lalongbeach_revpar_sarpc","luxus_adrrpc","luxus_adr_sarpc","luxus_revparrpc","luxus_revpar_sarpc","miami_adrrpc","miami_adr_sarpc","miami_revparrpc","miami_revpar_sarpc","midus_adrrpc","midus_adr_sarpc","midus_revparrpc","midus_revpar_sarpc","minneapolis_adrrpc","minneapolis_adr_sarpc","minneapolis_revparrpc","minneapolis_revpar_sarpc","nashville_adrrpc","nashville_adr_sarpc","nashville_revparrpc","nashville_revpar_sarpc","neworleans_adrrpc","neworleans_adr_sarpc","neworleans_revparrpc","neworleans_revpar_sarpc","newyork_adrrpc","newyork_adr_sarpc","newyork_revparrpc","newyork_revpar_sarpc","norfolk_adrrpc","norfolk_adr_sarpc","norfolk_revparrpc","norfolk_revpar_sarpc","oahu_adrrpc","oahu_adr_sarpc","oahu_revparrpc","oahu_revpar_sarpc","orlando_adrrpc","orlando_adr_sarpc","orlando_revparrpc","orlando_revpar_sarpc","philadelphia_adrrpc","philadelphia_adr_sarpc","philadelphia_revparrpc","philadelphia_revpar_sarpc","phoenix_adrrpc","phoenix_adr_sarpc","phoenix_revparrpc","phoenix_revpar_sarpc","sandiego_adrrpc","sandiego_adr_sarpc","sandiego_revparrpc","sandiego_revpar_sarpc","sanfrancisco_adrrpc","sanfrancisco_adr_sarpc","sanfrancisco_revparrpc","sanfrancisco_revpar_sarpc","seattle_adrrpc","seattle_adr_sarpc","seattle_revparrpc","seattle_revpar_sarpc","stlouis_adrrpc","stlouis_adr_sarpc","stlouis_revparrpc","stlouis_revpar_sarpc","tampa_adrrpc","tampa_adr_sarpc","tampa_revparrpc","tampa_revpar_sarpc","totus_adrrpc","totus_adr_sarpc","totus_revparrpc","totus_revpar_sarpc","upmus_adrrpc","upmus_adr_sarpc","upmus_revparrpc","upmus_revpar_sarpc","upsus_adrrpc","upsus_adr_sarpc","upsus_revparrpc","upsus_revpar_sarpc","upuus_adrrpc","upuus_adr_sarpc","upuus_revparrpc","upuus_revpar_sarpc","washingtondc_adrrpc","washingtondc_adr_sarpc","washingtondc_revparrpc","washingtondc_revpar_sarpc","upmmex_adr","upmmex_adr_sa","upmmex_adr_sf","upmmex_days","upmmex_demar_sa","upmmex_demd","upmmex_demd_sa","upmmex_demd_sf","upmmex_demt","upmmex_occ","upmmex_occ_sa","upmmex_occ_sf","upmmex_revpar","upmmex_revpar_sa","upmmex_revpar_sf","upmmex_rmrevt","upmmex_supd","upmmex_supd_sa","upmmex_supd_sf","upmmex_supt","upmmexusd_adr","upmmexusd_adr_sa","upmmexusd_adr_sf","upmmexusd_days","upmmexusd_demar_sa","upmmexusd_demd","upmmexusd_demd_sa","upmmexusd_demd_sf","upmmexusd_demt","upmmexusd_occ","upmmexusd_occ_sa","upmmexusd_occ_sf","upmmexusd_revpar","upmmexusd_revpar_sa","upmmexusd_revpar_sf","upmmexusd_rmrevt","upmmexusd_supd","upmmexusd_supd_sa","upmmexusd_supd_sf","upmmexusd_supt","totcan_adr","totcan_adr_sa","totcan_adr_sf","totcan_days","totcan_demar_sa","totcan_demd","totcan_demd_sa","totcan_demd_sf","totcan_demt","totcan_occ","totcan_occ_sa","totcan_occ_sf","totcan_revpar","totcan_revpar_sa","totcan_revpar_sf","totcan_rmrevt","totcan_supd","totcan_supd_sa","totcan_supd_sf","totcan_supt","totus_oprms_sa","totus_oprms_sf","totus_oprms","totus_clrms","totus_sups","totus_supe","totus_schange","totus_schanger","totus_schanger_sa","totus_schanger_sf","top25us_demt","top25us_supt","top25us_rmrevt","top25us_occ","top25us_revpar","top25us_adr"
1980-01-01,1631.22,309.15,59.75,198.181,226754,166762,99862.3,6.3,1640.53,42.398,1147.47,9238.63,59.375,79.0333,0,192198,42.2796,40.481,1491.85,0.101089,0.0871691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8609715242881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980-04-01,1598.15,286.775,53.3,177.166,227389,167416,98953.3,7.33333,1649.28,43.435,1130.8,9582.46,51.75,81.7,1,191779,43.4352,41.5748,1501.59,0.106925,0.0936038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8114604027891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
