"geo_ttl","date","seg","adr","occ","revpar","demd","supd","rmrev"
"sfcity",2011-01-15,"contract",85.1884412049318,0.0309754617532792,2.63875130236484,NA,NA,NA
"sfcity",2011-01-15,"group",154.152304258882,0.238035498618561,36.6937206074631,NA,NA,NA
"sfcity",2011-01-15,"total",141.710745602045,0.815044515068305,115.500565929187,NA,NA,NA
"sfcity",2011-01-15,"transient",139.493431061576,0.546033554696465,76.168094019359,NA,NA,NA
"sfcity",2011-01-16,"contract",86.9695756724302,0.0292449925782157,2.54342459507079,NA,NA,NA
"sfcity",2011-01-16,"group",151.086586788317,0.236551269082023,35.7397238460478,NA,NA,NA
"sfcity",2011-01-16,"total",142.154109107562,0.713355705040781,101.406444726869,NA,NA,NA
"sfcity",2011-01-16,"transient",141.038910516472,0.447559443380542,63.1232962857505,NA,NA,NA
"sfcity",2011-01-17,"contract",88.5173077847781,0.0294641116076031,2.60808383577526,NA,NA,NA
"sfcity",2011-01-17,"group",156.395417041463,0.247576588130641,38.7198437503942,NA,NA,NA
"sfcity",2011-01-17,"total",153.477033250241,0.675801351932269,103.719986561067,NA,NA,NA
"sfcity",2011-01-17,"transient",156.464933617721,0.398760652194025,62.3920589748976,NA,NA,NA
"sfcity",2011-01-18,"contract",88.7154344074223,0.0281627143604923,2.49846743858322,NA,NA,NA
"sfcity",2011-01-18,"group",157.546622320745,0.228522555298945,36.0029567114548,NA,NA,NA
"sfcity",2011-01-18,"total",156.948079488457,0.679754441733165,106.686154153769,NA,NA,NA
"sfcity",2011-01-18,"transient",161.166859947547,0.423069172073727,68.1847300037311,NA,NA,NA
"sfcity",2011-01-19,"contract",87.6854454653708,0.02947391489502,2.58443335717826,NA,NA,NA
"sfcity",2011-01-19,"group",182.007951323077,0.222551083953413,40.5060668550909,NA,NA,NA
"sfcity",2011-01-19,"total",165.422855024738,0.680432957146752,112.559162424141,NA,NA,NA
"sfcity",2011-01-19,"transient",162.15539619714,0.428407958298319,69.4686622118718,NA,NA,NA
"sfcity",2011-01-20,"contract",88.0752079017077,0.0286457205496815,2.52297779290742,NA,NA,NA
"sfcity",2011-01-20,"group",183.466493382019,0.213190266398591,39.1132705993282,NA,NA,NA
"sfcity",2011-01-20,"total",162.961443618721,0.649840762195042,105.898988729594,NA,NA,NA
"sfcity",2011-01-20,"transient",157.504873070397,0.408004775246769,64.2627403373585,NA,NA,NA
"sfcity",2011-01-21,"contract",84.6010178615384,0.0328413999295093,2.77841586203434,NA,NA,NA
"sfcity",2011-01-21,"group",174.836602786095,0.216000353686575,37.7647680391558,NA,NA,NA
"sfcity",2011-01-21,"total",147.777359522498,0.669635711869678,98.9569973420695,NA,NA,NA
"sfcity",2011-01-21,"transient",138.818089697181,0.420793958253594,58.4138134408793,NA,NA,NA
"sfcity",2011-01-22,"contract",85.2937650026355,0.0346324222335119,2.95392968345721,NA,NA,NA
"sfcity",2011-01-22,"group",172.715574422192,0.223843704680016,38.6612940346006,NA,NA,NA
"sfcity",2011-01-22,"total",143.714729773793,0.742974377877344,106.776361945494,NA,NA,NA
"sfcity",2011-01-22,"transient",134.491998882991,0.484498250963816,65.1611382274368,NA,NA,NA
"sfcity",2011-01-23,"contract",87.6922003042651,0.0311862291017718,2.73478904912727,NA,NA,NA
"sfcity",2011-01-23,"group",166.883214123664,0.248499110066466,41.4703301947622,NA,NA,NA
"sfcity",2011-01-23,"total",150.304403621935,0.641256067179664,96.383610746387,NA,NA,NA
"sfcity",2011-01-23,"transient",144.310607746013,0.361570728011426,52.1784915024974,NA,NA,NA
"sfcity",2011-01-24,"contract",86.5089143710911,0.0313691510301901,2.71371120036454,NA,NA,NA
"sfcity",2011-01-24,"group",167.435379441401,0.313775722787888,52.5371572044903,NA,NA,NA
"sfcity",2011-01-24,"total",162.479220345151,0.807639846859165,131.224692637354,NA,NA,NA
"sfcity",2011-01-24,"transient",164.269513532098,0.462494973041085,75.9738242324999,NA,NA,NA
"sfcity",2011-01-25,"contract",85.8491664929343,0.0318480021581015,2.73412443973819,NA,NA,NA
"sfcity",2011-01-25,"group",167.615482571023,0.348695865941264,58.4468258402658,NA,NA,NA
"sfcity",2011-01-25,"total",168.151203195631,0.905847577808288,152.319360120312,NA,NA,NA
"sfcity",2011-01-25,"transient",173.496604261197,0.525303709708923,91.1384098403081,NA,NA,NA
"sfcity",2011-01-26,"contract",90.6764705721124,0.0324545238207685,2.94286167416584,NA,NA,NA
"sfcity",2011-01-26,"group",166.831968356226,0.358876951709603,59.8721482513954,NA,NA,NA
"sfcity",2011-01-26,"total",169.790030409294,0.930126629346627,157.926228681258,NA,NA,NA
"sfcity",2011-01-26,"transient",176.525750244837,0.538795153816255,95.1112187556969,NA,NA,NA
"sfcity",2011-01-27,"contract",88.5470863385554,0.0298547483991976,2.6435509841196,NA,NA,NA
"sfcity",2011-01-27,"group",166.71036803109,0.310612920241583,51.782394248686,NA,NA,NA
"sfcity",2011-01-27,"total",162.783335599185,0.830620868910642,135.211235659568,NA,NA,NA
"sfcity",2011-01-27,"transient",164.816409200807,0.490153200269861,80.7852904267626,NA,NA,NA
"sfcity",2011-01-28,"contract",86.4923803355784,0.0316152614203408,2.73447921517685,NA,NA,NA
"sfcity",2011-01-28,"group",164.240440196444,0.224188650018234,36.8208425660415,NA,NA,NA
"sfcity",2011-01-28,"total",144.613871543682,0.721556891344132,104.347135596299,NA,NA,NA
"sfcity",2011-01-28,"transient",139.111968383366,0.465752979905557,64.7918138150807,NA,NA,NA
"sfcity",2011-01-29,"contract",86.3704708511772,0.0327703562514388,2.83039109939759,NA,NA,NA
"sfcity",2011-01-29,"group",153.346010773187,0.138277032330806,21.2042312894843,NA,NA,NA
"sfcity",2011-01-29,"total",134.023349628809,0.673352796309326,90.2449972433012,NA,NA,NA
"sfcity",2011-01-29,"transient",131.812984363476,0.502305407727081,66.2103748544193,NA,NA,NA
"sfcity",2011-01-30,"contract",84.9977758522188,0.0297271589611339,2.52674239410174,NA,NA,NA
"sfcity",2011-01-30,"group",147.133231137619,0.0737445249006171,10.8502702273364,NA,NA,NA
"sfcity",2011-01-30,"total",132.506549170867,0.398141044424564,52.756295879984,NA,NA,NA
"sfcity",2011-01-30,"transient",133.638879805257,0.294669360562812,39.3792832585458,NA,NA,NA
"sfcity",2011-01-31,"contract",79.3679162236662,0.0289227267412962,2.29553655296319,NA,NA,NA
"sfcity",2011-01-31,"group",167.232811901805,0.107043473425697,17.9011810567155,NA,NA,NA
"sfcity",2011-01-31,"total",144.355317506361,0.477497847144042,68.9293533330821,NA,NA,NA
"sfcity",2011-01-31,"transient",142.688492134605,0.341531646977048,48.7326357234034,NA,NA,NA
"sfcity",2011-02-01,"contract",87.8001402297134,0.0307558544890428,2.70036833702262,NA,NA,NA
"sfcity",2011-02-01,"group",165.727003816324,0.124723291661864,20.6700174332303,NA,NA,NA
"sfcity",2011-02-01,"total",152.228496365502,0.554988998935312,84.4851408073178,NA,NA,NA
"sfcity",2011-02-01,"transient",152.974337456566,0.399509852784405,61.1147550370648,NA,NA,NA
"sfcity",2011-02-02,"contract",89.674008815675,0.0290436544434182,2.60446092459851,NA,NA,NA
"sfcity",2011-02-02,"group",160.896346267325,0.148989133429358,23.9718072023187,NA,NA,NA
"sfcity",2011-02-02,"total",152.643262099164,0.587732847031106,89.7134590136575,NA,NA,NA
"sfcity",2011-02-02,"transient",154.105886673403,0.40970005915833,63.1371908867402,NA,NA,NA
"sfcity",2011-02-03,"contract",90.3332007023862,0.0274205175730883,2.4769831172931,NA,NA,NA
"sfcity",2011-02-03,"group",178.191566063027,0.203539965245171,36.2691051634512,NA,NA,NA
"sfcity",2011-02-03,"total",162.639662367002,0.614324282837899,99.9134939446066,NA,NA,NA
"sfcity",2011-02-03,"transient",159.554464090581,0.383363800019639,61.1674056638622,NA,NA,NA
"sfcity",2011-02-04,"contract",92.4514612781848,0.0295824716725569,2.73494273434839,NA,NA,NA
"sfcity",2011-02-04,"group",193.920375565937,0.361568082638751,70.1154183779627,NA,NA,NA
"sfcity",2011-02-04,"total",183.575550976008,0.783486041880219,143.828881820173,NA,NA,NA
"sfcity",2011-02-04,"transient",180.912823226053,0.39233548756891,70.978520707862,NA,NA,NA
"sfcity",2011-02-05,"contract",86.6277092981588,0.0303062184568179,2.62535828240371,NA,NA,NA
"sfcity",2011-02-05,"group",193.655467680061,0.379970969403725,73.5834557847248,NA,NA,NA
"sfcity",2011-02-05,"total",182.631369612869,0.82965871295297,151.521707057851,NA,NA,NA
"sfcity",2011-02-05,"transient",179.580855341982,0.419381525092426,75.3128929907233,NA,NA,NA
"sfcity",2011-02-06,"contract",89.13207689161,0.027050622901671,2.41107820043769,NA,NA,NA
"sfcity",2011-02-06,"group",197.565287072273,0.354941699345626,70.1241587251393,NA,NA,NA
"sfcity",2011-02-06,"total",189.530310036729,0.707616149950939,134.114708287198,NA,NA,NA
"sfcity",2011-02-06,"transient",189.112301135611,0.325623827703641,61.5794713616215,NA,NA,NA
"sfcity",2011-02-07,"contract",94.1240203570171,0.0211441408494692,1.99017154374708,NA,NA,NA
"sfcity",2011-02-07,"group",187.724432545286,0.238992864753091,44.8647999181465,NA,NA,NA
"sfcity",2011-02-07,"total",177.041518818018,0.654699488484475,115.908991810671,NA,NA,NA
"sfcity",2011-02-07,"transient",175.014157059235,0.394562482881914,69.0540203487773,NA,NA,NA
"sfcity",2011-02-08,"contract",91.0271601860123,0.0272143187922458,2.47724215605496,NA,NA,NA
"sfcity",2011-02-08,"group",183.056242232596,0.184396448616602,33.7549209647914,NA,NA,NA
"sfcity",2011-02-08,"total",168.138171606684,0.639614246814325,107.543569992947,NA,NA,NA
"sfcity",2011-02-08,"transient",166.614082135866,0.428003479405477,71.3114068721009,NA,NA,NA
"sfcity",2011-02-09,"contract",90.3663271492467,0.0286581610460102,2.58973275657956,NA,NA,NA
"sfcity",2011-02-09,"group",182.64389509045,0.209294992330533,38.2264526221744,NA,NA,NA
"sfcity",2011-02-09,"total",166.639618106155,0.705368153153035,117.542279665665,NA,NA,NA
"sfcity",2011-02-09,"transient",164.149833282202,0.467414999776491,76.7260942869118,NA,NA,NA
"sfcity",2011-02-10,"contract",89.713715670687,0.0281609432588411,2.52642285654202,NA,NA,NA
"sfcity",2011-02-10,"group",180.27725276962,0.21343664983484,38.4777728725764,NA,NA,NA
"sfcity",2011-02-10,"total",158.881295706163,0.688034914684981,109.315878736229,NA,NA,NA
"sfcity",2011-02-10,"transient",153.015170782806,0.4464373215913,68.3116830071112,NA,NA,NA
"sfcity",2011-02-11,"contract",90.2554080616777,0.03039077703357,2.74293198247633,NA,NA,NA
"sfcity",2011-02-11,"group",170.336772321445,0.170042612823938,28.9645098255349,NA,NA,NA
"sfcity",2011-02-11,"total",142.500113388551,0.691229436450424,98.5002730716898,NA,NA,NA
"sfcity",2011-02-11,"transient",136.090809466277,0.490796046592915,66.7928312636786,NA,NA,NA
"sfcity",2011-02-12,"contract",89.7883006284673,0.030355910185208,2.72560558956021,NA,NA,NA
"sfcity",2011-02-12,"group",167.630492989318,0.129663102076817,21.7354897236612,NA,NA,NA
"sfcity",2011-02-12,"total",139.064696754293,0.783486041880219,108.955248825294,NA,NA,NA
"sfcity",2011-02-12,"transient",135.523050134369,0.623467029618194,84.4941535120728,NA,NA,NA
"sfcity",2011-02-13,"contract",88.756496808495,0.0282872336210441,2.51067576060736,NA,NA,NA
"sfcity",2011-02-13,"group",178.528857831354,0.153110928726924,27.3347192271156,NA,NA,NA
"sfcity",2011-02-13,"total",150.552789239765,0.624913530912239,94.082475112508,NA,NA,NA
"sfcity",2011-02-13,"transient",144.836198873402,0.443515368564271,64.2370801247851,NA,NA,NA
"sfcity",2011-02-14,"contract",90.0487063899232,0.0282274625143187,2.54184648408445,NA,NA,NA
"sfcity",2011-02-14,"group",189.337943907149,0.234352643653978,44.3718476986491,NA,NA,NA
"sfcity",2011-02-14,"total",175.762037834729,0.755711449864003,132.825384443135,NA,NA,NA
"sfcity",2011-02-14,"transient",174.216649090987,0.493131343695706,85.9116902604018,NA,NA,NA
"sfcity",2011-02-15,"contract",90.8495930129074,0.0278870492776049,2.5335270772013,NA,NA,NA
"sfcity",2011-02-15,"group",193.863893098674,0.27224000553522,52.7775073302626,NA,NA,NA
"sfcity",2011-02-15,"total",185.934495081565,0.843827008560816,156.896548772943,NA,NA,NA
"sfcity",2011-02-15,"transient",186.841131151843,0.54369995374799,101.585514365479,NA,NA,NA
"sfcity",2011-02-16,"contract",91.1249304794756,0.0288399084264025,2.62803465039037,NA,NA,NA
"sfcity",2011-02-16,"group",190.913402067246,0.29328518445197,55.9920723396454,NA,NA,NA
"sfcity",2011-02-16,"total",183.345842883222,0.874174965332528,160.276345846304,NA,NA,NA
"sfcity",2011-02-16,"transient",184.143215909736,0.552049872454155,101.656238856268,NA,NA,NA
"sfcity",2011-02-17,"contract",90.0740504735837,0.0287907069309114,2.59329558926507,NA,NA,NA
"sfcity",2011-02-17,"group",175.782178053833,0.238035987217963,41.842484288368,NA,NA,NA
"sfcity",2011-02-17,"total",164.697662922303,0.782598674723151,128.892172732995,NA,NA,NA
"sfcity",2011-02-17,"transient",163.74753968086,0.515771980574277,84.4563928553622,NA,NA,NA
"sfcity",2011-02-18,"contract",89.6419010097194,0.0314226787678647,2.81678865956914,NA,NA,NA
"sfcity",2011-02-18,"group",155.76532823813,0.173684119248464,27.0539638444875,NA,NA,NA
"sfcity",2011-02-18,"total",142.637949079873,0.778339312369227,111.020723204585,NA,NA,NA
"sfcity",2011-02-18,"transient",141.56554045462,0.573232514352898,81.1499707005292,NA,NA,NA
"sfcity",2011-02-19,"contract",91.4332907619867,0.0320740218418213,2.93263336496956,NA,NA,NA
"sfcity",2011-02-19,"group",166.262730943131,0.159146577040753,26.4601445190472,NA,NA,NA
"sfcity",2011-02-19,"total",142.192005705915,0.900825558949791,128.090193018223,NA,NA,NA
"sfcity",2011-02-19,"transient",139.087831523694,0.709604960067216,98.6974151342068,NA,NA,NA
"sfcity",2011-02-20,"contract",90.130000550177,0.0290694857790273,2.62003276925709,NA,NA,NA
"sfcity",2011-02-20,"group",174.426588311903,0.153070366908072,26.6995418714264,NA,NA,NA
"sfcity",2011-02-20,"total",139.323911894973,0.716194032469259,99.7829542794526,NA,NA,NA
"sfcity",2011-02-20,"transient",131.940507735584,0.53405417978216,70.463379638769,NA,NA,NA
"sfcity",2011-02-21,"contract",90.0184676121079,0.0276681257178382,2.49064227881894,NA,NA,NA
"sfcity",2011-02-21,"group",183.638425118152,0.182576740435244,33.5281050767339,NA,NA,NA
"sfcity",2011-02-21,"total",153.277936427411,0.629912365897053,96.5516675748089,NA,NA,NA
"sfcity",2011-02-21,"transient",144.240190760985,0.41966749974397,60.532920219256,NA,NA,NA
"sfcity",2011-02-22,"contract",88.3294642638219,0.0281736683540057,2.48856503205592,NA,NA,NA
"sfcity",2011-02-22,"group",181.777622782358,0.223041541135879,40.5439611293936,NA,NA,NA
"sfcity",2011-02-22,"total",161.226119232887,0.7464828314305,120.352529985517,NA,NA,NA
"sfcity",2011-02-22,"transient",156.117622874483,0.495267621940615,77.3200038240673,NA,NA,NA
"sfcity",2011-02-23,"contract",88.8567665488336,0.0294237195092681,2.6144965754334,NA,NA,NA
"sfcity",2011-02-23,"group",179.051881570347,0.246854584111816,44.1997777594862,NA,NA,NA
"sfcity",2011-02-23,"total",163.101915325384,0.801736226410576,130.764714113311,NA,NA,NA
"sfcity",2011-02-23,"transient",159.766246044449,0.525457922789491,83.9504397783914,NA,NA,NA
"sfcity",2011-02-24,"contract",89.8802929204926,0.0283782935125777,2.5506493334942,NA,NA,NA
"sfcity",2011-02-24,"group",175.884727742356,0.28245834716833,49.6801094902578,NA,NA,NA
"sfcity",2011-02-24,"total",160.536586349837,0.809604215203242,129.971097003167,NA,NA,NA
"sfcity",2011-02-24,"transient",155.864860007924,0.498767574522334,77.7403381794155,NA,NA,NA
"sfcity",2011-02-25,"contract",89.0433465669122,0.0299797189470609,2.66949450418177,NA,NA,NA
"sfcity",2011-02-25,"group",170.998597500128,0.24459643712364,41.8256477016707,NA,NA,NA
"sfcity",2011-02-25,"total",149.879417598061,0.746334936904322,111.860245676305,NA,NA,NA
"sfcity",2011-02-25,"transient",142.795653641921,0.471758780833621,67.365103470453,NA,NA,NA
"sfcity",2011-02-26,"contract",87.8802570503994,0.0313911050545733,2.758658381292,NA,NA,NA
"sfcity",2011-02-26,"group",168.812212432034,0.189438494851077,31.979531435605,NA,NA,NA
"sfcity",2011-02-26,"total",141.813300580649,0.728410120331557,103.298243340566,NA,NA,NA
"sfcity",2011-02-26,"transient",135.072270831317,0.507580520425906,68.5600535236689,NA,NA,NA
"sfcity",2011-02-27,"contract",86.8684605519094,0.0283991837708324,2.46699337510298,NA,NA,NA
"sfcity",2011-02-27,"group",162.736762891034,0.17043920073644,27.7367237975834,NA,NA,NA
"sfcity",2011-02-27,"total",151.143967051093,0.59849956853686,90.4595990670287,NA,NA,NA
"sfcity",2011-02-27,"transient",150.767410752307,0.399661184029587,60.2558818943423,NA,NA,NA
"sfcity",2011-02-28,"contract",86.9941136347446,0.0294220324538546,2.55954363465577,NA,NA,NA
"sfcity",2011-02-28,"group",175.31640100384,0.241973679164361,42.4219545687539,NA,NA,NA
"sfcity",2011-02-28,"total",169.506076797843,0.759113023966096,128.67427053864,NA,NA,NA
"sfcity",2011-02-28,"transient",171.600987326719,0.487717312347879,83.6927723352304,NA,NA,NA
"sfcity",2011-03-01,"contract",90.2117653859525,0.0278560027463772,2.51293918434663,NA,NA,NA
"sfcity",2011-03-01,"group",181.021007276105,0.308955842225261,55.9274977634541,NA,NA,NA
"sfcity",2011-03-01,"total",180.509161237795,0.878774957228361,158.626930446071,NA,NA,NA
"sfcity",2011-03-01,"transient",184.858510168885,0.541963112256723,100.18649349827,NA,NA,NA
"sfcity",2011-03-02,"contract",90.2556574432814,0.028809900526628,2.60025651290635,NA,NA,NA
"sfcity",2011-03-02,"group",181.364455125207,0.307168022520294,55.7093610362806,NA,NA,NA
"sfcity",2011-03-02,"total",178.587897960254,0.88918579805895,158.797822571458,NA,NA,NA
"sfcity",2011-03-02,"transient",181.646374828064,0.553207875012027,100.488205022271,NA,NA,NA
"sfcity",2011-03-03,"contract",89.1526342103461,0.0283639397497132,2.52871994527048,NA,NA,NA
"sfcity",2011-03-03,"group",180.095740785171,0.263415404953697,47.4399924893621,NA,NA,NA
"sfcity",2011-03-03,"total",167.923003733687,0.817015731962153,137.195735808761,NA,NA,NA
"sfcity",2011-03-03,"transient",166.071935399173,0.525236387258742,87.2270233741291,NA,NA,NA
"sfcity",2011-03-04,"contract",93.2214129718497,0.0289872733337651,2.7022345783748,NA,NA,NA
"sfcity",2011-03-04,"group",160.345986173999,0.161475117712016,25.8918869920959,NA,NA,NA
"sfcity",2011-03-04,"total",141.645327214462,0.689203544815991,97.6224616228288,NA,NA,NA
"sfcity",2011-03-04,"transient",138.405141686306,0.49874115377021,69.028340052358,NA,NA,NA
"sfcity",2011-03-05,"contract",89.4500089457208,0.0318151275618572,2.84586344501737,NA,NA,NA
"sfcity",2011-03-05,"group",157.346746036731,0.0887143966005524,13.958921631709,NA,NA,NA
"sfcity",2011-03-05,"total",134.362388614313,0.635943565312609,85.446896459305,NA,NA,NA
"sfcity",2011-03-05,"transient",133.178582464297,0.5154140411502,68.6421113825787,NA,NA,NA
"sfcity",2011-03-06,"contract",88.4184416697742,0.0299607327392281,2.64908130008713,NA,NA,NA
"sfcity",2011-03-06,"group",157.123235282172,0.0814543632350738,12.798373079344,NA,NA,NA
"sfcity",2011-03-06,"total",135.315605325984,0.469399521178068,63.5170803479377,NA,NA,NA
"sfcity",2011-03-06,"transient",134.278540026273,0.357984425203767,48.0696259685065,NA,NA,NA
"sfcity",2011-03-07,"contract",86.0584763663774,0.0277392025405433,2.3871935062575,NA,NA,NA
"sfcity",2011-03-07,"group",157.069911772162,0.111751749601495,17.5528374502916,NA,NA,NA
"sfcity",2011-03-07,"total",148.59810092842,0.557127030210972,82.7880186652413,NA,NA,NA
"sfcity",2011-03-07,"transient",150.485053875825,0.417636078068934,62.8479877086921,NA,NA,NA
"sfcity",2011-03-08,"contract",109.672376359673,0.028687504601066,3.14622680142797,NA,NA,NA
"sfcity",2011-03-08,"group",164.905053691714,0.159969305317808,26.3797468824595,NA,NA,NA
"sfcity",2011-03-08,"total",158.157827452804,0.64344289980922,101.765531123759,NA,NA,NA
"sfcity",2011-03-08,"transient",158.842935273788,0.454786089890345,72.2395574398715,NA,NA,NA
"sfcity",2011-03-09,"contract",90.3164641088671,0.0284273639053211,2.56745899186464,NA,NA,NA
"sfcity",2011-03-09,"group",175.007237131979,0.263312450780327,46.0815845135156,NA,NA,NA
"sfcity",2011-03-09,"total",164.562577451073,0.768137716537183,126.40672247074,NA,NA,NA
"sfcity",2011-03-09,"transient",163.220028180546,0.476397901851534,77.7576789653605,NA,NA,NA
"sfcity",2011-03-10,"contract",90.2490066633145,0.0277536746134913,2.50474156512444,NA,NA,NA
"sfcity",2011-03-10,"group",173.075279915159,0.284169955756613,49.1827946360543,NA,NA,NA
"sfcity",2011-03-10,"total",161.363488804083,0.762697022882779,123.071452512853,NA,NA,NA
"sfcity",2011-03-10,"transient",158.358761846546,0.450773392512674,71.3839163116744,NA,NA,NA
"sfcity",2011-03-11,"contract",90.0262120315728,0.0289556118725387,2.6067640539411,NA,NA,NA
"sfcity",2011-03-11,"group",165.375342586985,0.277261642234851,45.8522390708188,NA,NA,NA
"sfcity",2011-03-11,"total",150.407485366016,0.782607020742409,117.709954019655,NA,NA,NA
"sfcity",2011-03-11,"transient",145.366159697447,0.476389766635019,69.250950894896,NA,NA,NA
"sfcity",2011-03-12,"contract",90.3799529642942,0.0294621995648048,2.66279221089171,NA,NA,NA
"sfcity",2011-03-12,"group",165.289311757201,0.225991390830908,37.3539614534935,NA,NA,NA
"sfcity",2011-03-12,"total",146.982997565376,0.812486722109298,119.421733897691,NA,NA,NA
"sfcity",2011-03-12,"transient",142.549833596136,0.557033131713584,79.4049802333062,NA,NA,NA
"sfcity",2011-03-13,"contract",88.4878003166484,0.0287032955223007,2.53989148260709,NA,NA,NA
