"Index","sfcity_adr","sfcity_days","sfcity_demd","sfcity_demt","sfcity_occ","sfcity_revpar","sfcity_rmrevt","sfcity_supd","sfcity_supt","sfzoneone_adr","sfzoneone_days","sfzoneone_demd","sfzoneone_demt","sfzoneone_occ","sfzoneone_revpar","sfzoneone_rmrevt","sfzoneone_supd","sfzoneone_supt","sfzonetwo_adr","sfzonetwo_days","sfzonetwo_demd","sfzonetwo_demt","sfzonetwo_occ","sfzonetwo_revpar","sfzonetwo_rmrevt","sfzonetwo_supd","sfzonetwo_supt","sfcity_strdays"
2011-07-01,182.2563009701,92,0.0304193152173913,2.798577,0.901548810832334,164.312951406294,510.058292,0.0337411739130435,3.104188,188.205273237931,92,0.0270092282608696,2.484849,0.900963091988664,169.566004905018,467.661685,0.0299781739130435,2.757992,135.603565963628,92,0.00308289130434783,0.283626,0.906199677938808,122.883907803594,38.460697,0.003402,0.312984,92
2011-10-01,184.087625656572,92,0.0255754456521739,2.352941,0.757043204023594,139.362285948147,433.147322,0.0337833369565217,3.108067,191.553400525637,92,0.0227963478260869,2.097264,0.759363489460586,145.458658641189,401.738051,0.0300203369565217,2.761871,149.455870155005,92,0.00251604347826087,0.231476,0.739577741993201,110.534234976868,34.595447,0.003402,0.312984,92
2012-01-01,178.258304371618,90,0.0245279111111111,2.207512,0.726021522351145,129.419365511616,393.507346,0.033784,3.04056,197.614493966199,90,0.0185123777777778,1.666114,0.728145759037829,143.892155705895,329.248275,0.025424,2.28816,123.255426869181,90,0.00582236666666665,0.524012999999999,0.724535423925666,89.3029229578007,64.5874459999998,0.008036,0.72324,90
2012-04-01,183.232890246232,91,0.0284186593406593,2.586098,0.841699452427882,154.227023387032,473.858211,0.0337634285714286,3.072472,199.526158829546,91,0.0214677582417582,1.953566,0.844356273028838,168.471163841075,389.78752,0.025425,2.313675,150.82600848755,91,0.00674031868131867,0.613368999999999,0.83640580959147,126.151749736479,92.5119979999998,0.00805867032967033,0.733339,91
2012-07-01,204.651582599482,92,0.0302824565217391,2.785986,0.897426473312058,183.659748029984,570.156444,0.0337436630434783,3.104417,219.531236190266,92,0.0228257391304348,2.099968,0.897708798492509,197.075122271939,461.008571,0.0254266630434783,2.339253,166.331031867378,92,0.00722286956521738,0.664503999999999,0.896248860307405,149.073997744892,110.527636,0.008059,0.741428,92
2012-10-01,193.973605733952,92,0.0263965434782609,2.428482,0.786468305270494,152.554092968788,471.06141,0.0335633913043478,3.087832,210.756457460527,92,0.0200450652173913,1.844146,0.791731780448348,166.862585306209,388.665678,0.025318,2.329256,86.6438628228457,92,0.00620080434782607,0.570473999999998,0.76942602653258,66.6660430952161,49.4280709999999,0.008059,0.741428,92
2013-01-01,183.613247258211,90,0.0251528777777778,2.263759,0.748455979887402,137.426432896952,415.656141,0.0336063555555556,3.024572,192.050115746588,90,0.0224340666666667,2.019066,0.750645779642289,144.161608864989,387.761859,0.0298863555555556,2.689772,132.662127130682,90,0.00250311111111111,0.22528,0.730835360908353,96.9541735604217,29.886124,0.003425,0.30825,90
2013-04-01,203.97687884793,91,0.0297059230769231,2.703239,0.885215425946471,180.563479692602,551.398254,0.0335578461538462,3.053764,211.460427913139,91,0.0264755384615385,2.409274,0.887313994617058,187.63179699504,509.466111,0.0298378461538462,2.715244,154.748573997376,91,0.00298228571428571,0.271388,0.870740354535975,134.745828186412,41.996906,0.003425,0.311675,91
2013-07-01,229.264262666362,92,0.0306005652173913,2.815252,0.912859400134825,209.286037289968,645.436674,0.0335216630434783,3.083993,236.311520752777,92,0.027233652173913,2.505496,0.913952618840477,215.977533254176,592.07757,0.0297976630434783,2.741385,174.243576195675,92,0.00309607608695652,0.284839,0.90290932836294,157.326150354394,49.631366,0.003429,0.315468,92
2013-10-01,215.59578572642,92,0.0273212282608696,2.513553,0.814975453982174,175.705273349033,541.911434,0.0335239891304348,3.084207,223.553340541003,92,0.0244003369565217,2.244831,0.818876431545713,183.06256176234,501.839469,0.0297973369565217,2.741355,120.426268753286,92,0.00268793478260869,0.24729,0.783277163997567,94.3271462598824,29.780212,0.00343165217391304,0.315712,92
2014-01-01,207.748365370549,90,0.0260524555555556,2.344721,0.774522670449121,160.905818728238,487.111955,0.0336367888888889,3.027311,217.592503067084,90,0.0231490222222222,2.083412,0.776766197107481,169.018501126517,453.334832,0.0298017888888889,2.682161,142.398932641733,90,0.00259623333333333,0.233661,0.756257889115447,107.69031621193,33.273077,0.003433,0.30897,90
2014-04-01,224.427762506953,91,0.0297118241758242,2.703776,0.880362671744366,197.577824614232,606.802398,0.0337495274725275,3.071207,232.961492191136,91,0.0263711318681319,2.399773,0.881549337269334,205.367049050371,559.054699,0.0299145274725275,2.722222,173.464350152315,91,0.00299047252747253,0.272133,0.871095988194736,151.104099512489,47.205374,0.003433,0.312403,91
2014-07-01,253.489771963245,92,0.03104,2.85568,0.918091647130385,232.726842272441,723.885672,0.0338092608695652,3.110452,261.239948989548,92,0.0275732065217391,2.536735,0.919916477218538,240.318933583215,662.696522,0.029973597826087,2.757571,195.37465288572,92,0.00311183695652174,0.286289,0.906184320478084,177.045447063888,55.933614,0.003434,0.315928,92
2014-10-01,235.451245695183,92,0.0279104673913044,2.567763,0.825379217681718,194.336564974076,604.582997,0.0338153260869565,3.11101,244.237319940732,92,0.0248612282608696,2.287233,0.829279090155607,202.540902462494,558.627658,0.0299793260869565,2.758098,162.749243387868,92,0.00272596739130435,0.250789,0.793816945633182,129.193107290269,40.81572,0.003434,0.315928,92
2015-01-01,231.90646532495,90,0.0264006666666667,2.37606,0.786085577943578,182.298327823815,551.023676,0.0335849777777778,3.022648,242.208926144922,90,0.0235249,2.117241,0.788174851410401,190.902984374546,512.814669,0.0298473111111111,2.686258,146.98358769329,90,0.00264571111111111,0.238114,0.770445868116223,113.242897819194,34.99885,0.003434,0.30906,90
2015-04-01,240.849878339968,91,0.0294867802197802,2.683297,0.880036115859362,211.956591439505,646.271756,0.0335063296703297,3.049076,248.995504015509,91,0.0263360769230769,2.396583,0.882985696237649,219.859468473178,596.738392,0.0298261648351648,2.714181,172.910484372351,91,0.00291642857142857,0.265395,0.85697540750691,148.180032807212,45.889578,0.00340316483516483,0.309688,91
2015-07-01,267.372360879493,92,0.0304320543478261,2.799749,0.905783883883625,242.181575480561,748.5755,0.0335974782608696,3.090968,274.596555275825,92,0.0270792173913043,2.491288,0.908242063917392,249.400142108322,684.099103,0.0298149782608696,2.742978,206.634354025323,92,0.00299597826086956,0.27563,0.898075018246273,185.573151261599,56.9546269999999,0.003336,0.306912,92
2015-10-01,241.097166875964,92,0.0275767173913043,2.537058,0.819217624691307,197.511048367931,611.677496,0.0336622608695652,3.096928,241.940319988545,92,0.0264180652173913,2.430462,0.817130936311204,197.696920203672,588.026754,0.0323302717391304,2.974385,171.370494565675,92,0.00258021739130435,0.23738,0.773446460223126,132.545902408508,40.679928,0.003336,0.306912,NA
